marriage_id,marriage_number,age_at_marriage,age_gap_years,education_level,household_income_usd,financial_stress,both_employed,cohabited_before,premarital_counseling,child_before_marriage,n_children,religious_attendance,criticism,contempt,defensiveness,stonewalling,repair_attempt_success,positive_negative_ratio,conflict_frequency_weekly,shared_activities_weekly,years_married,years_to_divorce,divorced
MAR036163,1,24,5,bachelors,150400.0,2.5,1,1,0,0,1,weekly,6.3,3.2,3.1,5.2,5.6,4.66,4.0,1.0,3.8,,0
MAR036164,1,29,2,some_college,83600.0,7.1,1,0,0,1,4,weekly,5.9,3.6,2.7,4.2,2.0,2.7,1.0,2.0,18.8,18.8,1
MAR036165,3,53,1,bachelors,211300.0,6.5,1,0,0,0,4,rarely,3.8,5.1,3.5,2.0,5.9,6.98,2.0,3.0,11.0,,0
MAR036166,1,20,1,high_school,161100.0,3.2,1,1,0,0,0,never,4.6,3.2,6.8,0.0,8.9,8.12,0.0,2.0,11.0,,0
MAR036167,1,31,0,high_school,181000.0,1.5,1,1,0,1,2,weekly,3.6,2.8,5.2,3.2,7.4,2.37,4.0,3.0,7.4,,0
MAR036168,1,26,3,bachelors,168600.0,4.3,1,1,1,0,1,rarely,4.3,4.0,4.4,4.7,7.1,1.56,3.0,1.0,5.1,,0
MAR036169,2,27,11,less_than_hs,198600.0,2.7,0,1,0,0,1,never,3.0,0.0,5.7,3.5,5.7,2.69,0.0,1.0,6.9,6.9,1
MAR036170,1,35,2,some_college,72600.0,3.1,0,1,0,0,1,weekly,5.1,1.8,6.0,3.2,6.7,10.42,4.0,4.0,31.0,,0
MAR036171,1,26,0,some_college,76100.0,5.3,1,0,0,0,3,weekly,6.6,0.3,5.9,3.3,8.2,5.82,3.0,0.0,2.3,,0
MAR036172,2,46,3,bachelors,155400.0,1.5,0,1,0,0,1,monthly,1.1,1.5,5.4,0.0,7.4,1.51,3.0,6.0,13.0,,0
MAR036173,1,33,3,some_college,129500.0,7.2,1,0,0,0,2,rarely,10.0,3.6,3.3,6.6,2.3,0.91,3.0,3.0,21.9,,0
MAR036174,1,21,5,bachelors,64000.0,6.5,1,1,0,0,0,never,7.6,3.9,6.7,3.6,4.6,5.47,1.0,2.0,3.4,3.4,1
MAR036175,1,31,0,some_college,105000.0,6.2,0,1,0,0,2,never,5.7,3.2,6.4,4.4,5.9,7.32,2.0,1.0,11.6,,0
MAR036176,1,32,2,high_school,79000.0,8.6,1,1,0,1,2,monthly,7.0,4.6,4.6,2.2,6.6,1.93,3.0,5.0,50.8,,0
MAR036177,1,24,4,some_college,55500.0,2.5,0,1,0,0,3,monthly,5.8,1.6,3.3,1.8,5.4,6.9,2.0,5.0,24.7,,0
MAR036178,1,21,9,high_school,32100.0,9.5,0,0,1,1,0,rarely,2.6,4.1,3.3,5.2,6.7,0.93,5.0,4.0,14.7,14.7,1
MAR036179,1,26,0,high_school,47000.0,6.3,1,0,0,0,0,never,5.1,4.0,3.2,5.4,5.5,1.82,3.0,3.0,5.6,5.6,1
MAR036180,1,25,3,some_college,96300.0,5.0,1,1,0,0,1,never,1.1,0.0,4.6,5.1,5.0,7.11,2.0,7.0,9.5,,0
MAR036181,1,32,3,graduate,228000.0,3.5,0,0,1,0,1,never,8.6,5.2,6.0,6.4,2.4,3.16,1.0,4.0,7.0,,0
MAR036182,2,33,5,bachelors,152700.0,6.3,1,1,0,1,2,never,3.4,1.8,1.5,3.1,5.9,2.11,0.0,8.0,13.1,13.1,1
MAR036183,1,21,3,some_college,192600.0,7.4,1,0,0,1,1,rarely,3.8,0.0,2.3,8.8,9.1,2.39,4.0,3.0,17.9,,0
MAR036184,1,32,3,bachelors,71900.0,6.5,1,0,1,0,1,never,6.2,3.6,5.0,4.5,3.1,3.28,1.0,4.0,22.3,,0
MAR036185,2,37,1,some_college,56800.0,3.2,0,1,0,0,2,never,5.5,0.2,4.7,5.8,4.5,1.82,2.0,4.0,8.4,,0
MAR036186,1,22,1,bachelors,61900.0,5.3,0,1,1,0,3,weekly,2.5,2.0,4.1,0.0,7.3,12.66,0.0,4.0,12.2,,0
MAR036187,1,33,0,some_college,153700.0,2.4,0,0,0,1,1,rarely,8.5,3.3,5.1,3.2,9.5,4.07,5.0,6.0,10.1,,0
MAR036188,1,26,4,high_school,289400.0,5.7,0,1,0,0,1,weekly,3.6,1.5,0.5,0.0,7.8,4.33,2.0,6.0,19.3,,0
MAR036189,2,43,4,some_college,78900.0,5.9,0,1,0,0,1,rarely,4.0,4.2,8.0,4.6,4.6,2.31,2.0,2.0,15.5,,0
MAR036190,1,18,1,bachelors,162600.0,5.3,0,0,0,0,0,monthly,0.0,1.7,6.5,0.0,9.2,6.54,2.0,2.0,3.5,3.5,1
MAR036191,1,25,9,bachelors,84300.0,5.0,1,0,0,0,3,rarely,6.3,8.0,4.5,4.9,7.2,0.52,1.0,3.0,1.3,1.3,1
MAR036192,1,28,1,some_college,95400.0,6.2,1,0,0,1,1,never,6.8,1.2,6.9,5.7,5.4,2.56,2.0,1.0,9.7,9.7,1
MAR036193,2,29,2,graduate,368900.0,2.9,1,1,1,0,2,never,4.2,1.4,6.0,5.9,2.7,0.84,5.0,2.0,34.4,,0
MAR036194,1,31,0,bachelors,139000.0,8.9,1,1,0,0,3,rarely,3.0,1.2,2.0,3.2,4.4,0.89,3.0,2.0,10.4,,0
MAR036195,1,35,3,some_college,35800.0,5.1,0,1,1,0,0,rarely,7.2,5.2,2.1,2.9,5.6,4.61,1.0,6.0,22.4,,0
MAR036196,2,28,3,some_college,65700.0,8.5,0,1,1,0,0,never,7.6,5.1,5.7,5.0,7.9,2.98,0.0,4.0,6.7,,0
MAR036197,1,29,1,bachelors,168300.0,3.6,1,1,0,0,0,never,6.3,4.3,7.3,5.3,6.8,2.79,3.0,3.0,4.1,4.1,1
MAR036198,1,27,0,less_than_hs,31600.0,8.2,0,0,0,0,2,never,5.4,1.0,3.7,2.1,6.5,3.8,2.0,3.0,10.2,10.2,1
MAR036199,1,31,8,some_college,47700.0,7.0,0,1,0,0,0,rarely,4.2,5.8,5.8,5.2,5.8,2.41,9.0,2.0,4.8,4.8,1
MAR036200,1,20,0,bachelors,84400.0,7.8,1,1,0,0,2,rarely,6.8,3.2,5.3,4.3,1.1,2.2,3.0,2.0,4.1,4.1,1
MAR036201,3,36,1,high_school,41900.0,10.0,1,1,0,0,1,never,6.4,4.2,5.5,5.2,2.0,1.75,6.0,0.0,5.3,5.3,1
MAR036202,1,31,5,some_college,145200.0,0.0,0,1,0,0,1,weekly,2.5,1.0,2.0,5.7,8.1,2.11,1.0,5.0,20.8,,0
MAR036203,1,35,3,high_school,99400.0,5.1,1,0,1,0,3,weekly,5.6,0.0,6.6,3.4,6.6,3.3,2.0,2.0,8.7,,0
MAR036204,3,42,1,less_than_hs,102100.0,6.0,1,1,0,0,3,monthly,6.0,4.4,2.7,6.2,1.9,1.97,1.0,5.0,17.6,17.6,1
MAR036205,1,31,5,bachelors,254900.0,5.5,0,1,0,0,1,weekly,4.1,7.4,4.6,6.3,7.5,2.22,8.0,0.0,4.5,,0
MAR036206,1,26,0,graduate,173600.0,5.0,0,0,0,0,2,rarely,6.1,4.2,7.8,1.0,6.6,12.85,3.0,2.0,32.4,,0
MAR036207,2,51,5,graduate,77700.0,2.9,1,0,0,0,4,monthly,5.5,1.8,3.9,5.1,4.6,3.51,1.0,4.0,8.8,,0
MAR036208,1,27,5,less_than_hs,45100.0,7.9,0,1,0,0,1,weekly,4.6,4.0,3.9,1.3,4.3,4.42,1.0,5.0,6.0,6.0,1
MAR036209,2,38,1,some_college,78200.0,7.6,0,0,0,1,2,monthly,6.2,3.0,5.3,6.4,1.7,2.56,3.0,2.0,7.4,7.4,1
MAR036210,1,24,3,some_college,112500.0,4.2,0,1,0,1,2,never,0.0,0.3,4.5,0.7,2.0,8.88,2.0,5.0,13.2,,0
MAR036211,1,19,2,bachelors,299600.0,7.8,0,1,1,1,2,rarely,6.7,0.4,3.7,5.1,7.5,3.4,3.0,1.0,42.8,,0
MAR036212,1,22,0,some_college,83900.0,6.7,1,1,0,0,0,rarely,3.1,2.8,6.9,3.1,5.3,9.14,1.0,0.0,6.4,,0
MAR036213,1,35,3,high_school,43000.0,6.6,1,1,0,1,3,rarely,2.1,1.9,4.2,3.2,2.6,2.19,3.0,7.0,18.7,18.7,1
MAR036214,1,23,3,graduate,85900.0,3.4,1,1,0,0,2,rarely,3.7,3.0,2.7,3.5,6.4,4.75,4.0,1.0,5.9,5.9,1
MAR036215,2,28,1,high_school,66500.0,5.7,0,0,0,0,1,never,5.5,0.3,10.0,6.3,6.2,0.98,4.0,3.0,2.8,2.8,1
MAR036216,1,22,1,bachelors,93100.0,6.2,1,1,0,0,4,never,2.9,5.2,5.1,0.4,6.6,2.49,2.0,0.0,7.3,7.3,1
MAR036217,1,25,2,bachelors,227000.0,2.6,1,0,0,1,2,never,5.7,5.9,4.1,3.1,4.5,1.63,1.0,1.0,5.3,5.3,1
MAR036218,1,21,1,some_college,69300.0,7.2,0,1,0,1,2,monthly,3.1,4.5,5.1,2.0,5.4,2.68,2.0,1.0,14.7,14.7,1
MAR036219,1,21,2,some_college,126100.0,5.3,1,1,0,0,0,monthly,8.1,4.1,2.1,6.7,4.9,8.07,2.0,1.0,9.6,9.6,1
MAR036220,1,24,3,less_than_hs,211800.0,0.0,1,0,0,0,3,weekly,3.3,1.7,3.6,2.4,9.1,5.68,0.0,8.0,7.8,,0
MAR036221,1,41,7,bachelors,28300.0,7.2,0,0,0,0,3,monthly,3.8,2.7,5.0,4.6,3.1,2.41,3.0,0.0,14.7,,0
MAR036222,1,34,1,bachelors,94400.0,4.1,1,1,0,0,4,rarely,5.3,4.5,6.1,5.4,5.1,2.55,3.0,6.0,5.6,,0
MAR036223,1,19,2,graduate,107500.0,6.2,0,0,0,0,2,monthly,2.0,5.1,6.7,6.7,3.9,1.97,3.0,3.0,17.5,17.5,1
MAR036224,1,33,4,graduate,101100.0,6.4,0,0,0,1,2,monthly,4.2,8.4,4.7,1.7,3.6,1.82,2.0,1.0,7.8,7.8,1
MAR036225,1,22,1,less_than_hs,99100.0,6.8,0,1,0,0,2,rarely,0.0,5.2,5.6,2.1,8.4,2.15,1.0,4.0,8.9,8.9,1
MAR036226,1,28,1,graduate,112800.0,1.7,1,0,0,0,2,never,5.8,8.9,3.0,4.8,5.8,0.7,2.0,1.0,35.6,,0
MAR036227,1,18,0,some_college,258300.0,5.1,0,1,1,0,0,never,4.2,5.1,2.5,7.8,7.6,3.59,3.0,2.0,5.2,,0
MAR036228,1,37,6,high_school,96500.0,4.9,1,1,0,1,2,weekly,5.2,4.6,6.1,3.8,5.7,3.41,1.0,3.0,17.4,,0
MAR036229,1,25,1,some_college,80800.0,8.2,1,1,1,0,1,rarely,2.3,3.0,3.0,1.6,6.4,8.16,3.0,3.0,7.8,,0
MAR036230,1,23,1,graduate,97900.0,5.4,0,1,1,0,1,never,0.7,3.4,4.1,1.0,6.9,5.55,2.0,5.0,9.9,,0
MAR036231,1,27,1,graduate,267000.0,2.5,1,1,0,0,2,never,4.0,8.8,5.5,6.0,4.6,2.12,2.0,3.0,8.6,,0
MAR036232,1,26,2,less_than_hs,64000.0,3.9,1,1,1,0,1,never,3.6,4.4,0.0,2.8,8.2,8.26,3.0,2.0,6.7,,0
MAR036233,2,51,2,some_college,283600.0,7.0,1,1,1,1,1,never,6.1,2.4,5.3,4.2,4.5,1.22,3.0,5.0,5.2,,0
MAR036234,2,28,6,high_school,338300.0,1.0,1,1,0,0,0,rarely,1.9,2.1,5.7,0.0,4.7,7.33,3.0,8.0,23.3,,0
MAR036235,1,31,5,high_school,135200.0,1.2,1,1,1,0,2,monthly,0.6,4.4,2.6,1.8,10.0,4.31,2.0,4.0,5.7,,0
MAR036236,1,33,1,high_school,65300.0,6.9,1,0,1,0,1,never,4.7,0.0,1.3,3.1,10.0,2.27,0.0,5.0,22.8,,0
MAR036237,1,29,1,graduate,85000.0,5.4,1,1,0,1,2,rarely,2.5,0.0,5.5,3.7,4.5,3.26,2.0,0.0,7.9,,0
MAR036238,1,26,2,graduate,158700.0,1.7,1,0,0,1,1,monthly,5.3,4.5,7.5,5.8,4.5,2.44,4.0,1.0,3.3,3.3,1
MAR036239,2,45,0,high_school,75300.0,4.5,1,0,1,0,1,weekly,3.4,0.6,1.6,3.6,4.4,9.29,3.0,7.0,5.8,,0
MAR036240,1,38,4,some_college,69000.0,9.9,1,1,0,1,1,monthly,4.1,2.1,9.6,4.5,6.6,1.24,2.0,3.0,7.5,,0
MAR036241,1,30,1,some_college,433100.0,1.0,1,0,0,1,0,never,7.5,2.9,6.5,4.2,5.3,1.92,3.0,2.0,18.6,18.6,1
MAR036242,3,30,4,less_than_hs,85600.0,3.7,1,1,0,0,1,rarely,4.9,2.0,6.2,6.3,7.0,2.71,3.0,1.0,12.3,12.3,1
MAR036243,1,23,4,less_than_hs,63300.0,7.0,1,1,0,1,0,rarely,4.9,7.5,4.7,7.0,6.5,1.4,1.0,1.0,2.6,2.6,1
MAR036244,1,28,0,bachelors,117100.0,4.7,1,1,0,0,3,weekly,6.0,2.8,10.0,4.8,4.3,2.13,6.0,1.0,1.9,1.9,1
MAR036245,1,37,2,bachelors,77200.0,5.9,0,1,1,0,3,rarely,2.5,3.3,2.0,3.5,5.6,6.09,2.0,2.0,3.6,,0
MAR036246,1,32,6,bachelors,83800.0,4.5,0,1,0,0,0,rarely,7.4,3.8,3.7,5.6,7.6,9.0,2.0,6.0,7.8,,0
MAR036247,1,36,4,high_school,56400.0,4.7,1,1,1,0,1,weekly,1.7,2.5,5.0,5.1,5.7,2.06,1.0,4.0,7.5,,0
MAR036248,2,42,1,high_school,246900.0,0.4,1,1,0,1,1,monthly,8.8,1.6,6.6,3.2,9.2,2.17,4.0,3.0,1.6,1.6,1
MAR036249,3,48,1,bachelors,71300.0,7.8,1,1,0,0,2,rarely,5.9,4.5,6.5,7.3,2.5,4.63,5.0,2.0,9.5,9.5,1
MAR036250,1,32,2,bachelors,237000.0,6.0,1,1,1,0,0,rarely,4.5,5.6,6.4,4.3,4.1,1.88,1.0,3.0,12.6,,0
MAR036251,3,47,2,less_than_hs,75600.0,2.4,1,0,0,0,1,weekly,2.7,0.5,5.4,3.0,10.0,2.49,0.0,1.0,6.5,6.5,1
MAR036252,2,60,1,some_college,121800.0,3.5,1,0,0,1,2,never,2.9,1.2,0.5,2.8,8.6,3.64,3.0,1.0,1.4,1.4,1
MAR036253,2,26,1,high_school,34400.0,7.2,1,1,0,1,3,rarely,2.1,5.5,6.3,3.6,3.9,2.9,1.0,2.0,10.5,10.5,1
MAR036254,3,39,2,less_than_hs,41600.0,7.1,1,1,1,0,0,monthly,1.7,0.0,3.9,0.0,4.8,4.22,0.0,4.0,27.3,,0
MAR036255,2,40,2,bachelors,201900.0,5.7,1,0,0,1,2,weekly,9.2,2.5,4.7,3.6,5.7,2.1,1.0,2.0,13.2,,0
MAR036256,1,27,3,less_than_hs,55800.0,3.2,1,1,0,0,0,never,2.4,0.9,1.4,0.3,9.7,5.92,1.0,9.0,17.0,,0
MAR036257,1,30,1,high_school,54900.0,5.1,1,1,0,0,0,monthly,4.6,0.0,5.9,6.8,2.8,3.58,4.0,4.0,4.4,4.4,1
MAR036258,2,41,6,bachelors,135300.0,6.4,1,1,0,0,2,never,0.9,1.2,3.6,0.0,2.9,2.32,5.0,3.0,10.9,,0
MAR036259,2,27,7,graduate,337600.0,5.3,1,0,1,0,3,weekly,2.4,0.4,5.1,3.5,5.8,3.21,0.0,3.0,7.6,7.6,1
MAR036260,1,29,1,high_school,209900.0,5.0,1,1,0,0,1,never,5.1,6.4,6.9,7.4,3.4,4.99,2.0,3.0,8.7,8.7,1
MAR036261,2,24,1,graduate,187700.0,6.1,1,0,0,0,1,never,4.8,5.7,8.2,4.4,1.3,1.49,5.0,1.0,3.6,3.6,1
MAR036262,1,30,0,bachelors,293700.0,0.0,1,0,0,0,0,monthly,0.0,3.5,4.3,3.4,5.6,5.95,1.0,4.0,8.7,,0
MAR036263,1,30,1,high_school,52000.0,8.0,0,1,0,1,3,monthly,5.2,6.1,6.2,3.6,9.8,2.31,3.0,1.0,3.1,3.1,1
MAR036264,1,27,0,high_school,76400.0,7.5,1,0,1,0,2,weekly,3.9,0.0,3.5,4.1,10.0,2.36,2.0,5.0,7.5,,0
MAR036265,1,26,2,some_college,289400.0,1.6,1,1,0,0,2,monthly,1.3,0.0,5.0,3.5,8.4,8.82,0.0,4.0,24.6,,0
MAR036266,1,24,7,some_college,272600.0,5.7,1,0,0,0,2,never,7.9,6.1,5.4,4.1,6.3,3.99,2.0,2.0,20.4,,0
MAR036267,1,38,3,less_than_hs,47000.0,8.8,1,1,0,0,4,never,6.1,5.6,6.6,5.8,6.1,1.5,4.0,5.0,21.0,,0
MAR036268,1,26,2,less_than_hs,88000.0,5.2,0,1,0,0,2,rarely,0.0,0.0,3.9,0.3,6.2,6.33,0.0,5.0,4.5,,0
MAR036269,1,25,3,some_college,154000.0,6.6,1,1,0,1,0,never,2.2,2.7,7.9,0.0,6.5,1.95,3.0,5.0,2.2,,0
MAR036270,1,38,4,some_college,28100.0,8.4,0,1,1,0,2,never,3.2,6.7,9.3,6.9,4.2,1.79,9.0,5.0,6.2,6.2,1
MAR036271,1,29,2,bachelors,226500.0,6.0,1,1,0,0,2,never,3.1,3.9,2.0,4.7,3.4,0.85,1.0,3.0,10.1,,0
MAR036272,1,29,4,some_college,186700.0,2.2,1,1,1,0,1,never,8.3,0.8,3.0,2.7,6.5,2.7,2.0,4.0,6.6,,0
MAR036273,1,23,7,bachelors,204000.0,0.0,1,1,1,0,3,weekly,1.0,10.0,6.6,0.0,2.6,6.66,4.0,3.0,15.0,,0
MAR036274,1,32,1,less_than_hs,109300.0,6.2,0,0,1,0,0,never,4.8,0.0,7.1,2.7,6.3,1.63,2.0,5.0,8.4,,0
MAR036275,1,20,1,bachelors,154600.0,5.2,1,0,0,0,0,never,5.1,5.4,1.0,3.8,4.9,20.0,1.0,5.0,18.2,,0
MAR036276,1,36,1,less_than_hs,29700.0,8.7,0,1,1,0,1,weekly,6.1,4.9,4.6,6.5,2.9,2.58,2.0,3.0,13.9,13.9,1
MAR036277,1,31,1,high_school,20200.0,7.8,1,0,1,0,0,monthly,2.5,1.7,5.9,2.8,3.7,2.44,2.0,2.0,6.1,6.1,1
MAR036278,1,28,1,bachelors,128900.0,6.7,0,1,0,0,0,weekly,0.9,3.5,3.2,2.2,7.9,5.73,0.0,3.0,15.3,,0
MAR036279,1,32,7,graduate,154800.0,6.4,1,1,0,0,0,weekly,5.8,5.5,4.3,7.7,4.9,1.36,6.0,1.0,4.3,4.3,1
MAR036280,1,25,4,less_than_hs,29300.0,9.5,1,1,0,1,0,never,5.7,3.3,0.0,4.9,4.6,4.4,2.0,3.0,8.9,8.9,1
MAR036281,1,32,1,graduate,66300.0,8.8,0,0,0,0,2,never,3.4,2.3,5.4,3.0,8.8,2.96,3.0,4.0,14.7,,0
MAR036282,1,24,4,bachelors,88500.0,3.4,0,1,0,1,3,never,7.2,4.8,6.5,3.5,5.3,1.73,5.0,0.0,6.8,6.8,1
MAR036283,1,31,2,bachelors,218200.0,5.2,0,1,0,0,0,monthly,3.8,2.3,4.6,4.6,3.9,4.34,5.0,3.0,37.6,,0
MAR036284,1,28,3,bachelors,76900.0,3.2,0,1,1,0,0,rarely,1.7,3.8,4.1,3.8,8.6,1.14,2.0,4.0,11.8,,0
MAR036285,1,31,4,some_college,249900.0,0.3,1,1,0,0,1,rarely,1.2,1.5,5.5,3.9,6.2,2.34,4.0,0.0,22.2,,0
MAR036286,1,33,7,bachelors,74200.0,6.0,1,0,0,1,2,rarely,1.9,0.9,6.3,3.5,9.9,4.26,2.0,4.0,8.7,,0
MAR036287,2,26,6,bachelors,176100.0,3.9,1,0,0,0,1,weekly,5.3,2.6,5.8,7.4,8.8,3.29,7.0,4.0,3.7,3.7,1
MAR036288,1,31,1,high_school,67900.0,4.3,1,1,0,0,0,never,8.0,6.9,4.9,4.3,5.9,1.78,2.0,2.0,11.8,,0
MAR036289,2,40,0,graduate,240000.0,10.0,1,1,1,0,2,rarely,4.5,4.6,7.5,2.6,7.7,5.34,5.0,4.0,9.1,,0
MAR036290,2,43,0,graduate,125300.0,8.0,1,0,0,0,0,rarely,6.5,5.1,5.9,9.6,3.3,1.03,5.0,2.0,5.2,5.2,1
MAR036291,1,34,1,bachelors,120800.0,8.0,1,0,0,0,0,monthly,2.4,2.3,3.9,5.1,8.3,2.57,7.0,4.0,20.7,,0
MAR036292,2,35,4,some_college,130000.0,7.3,1,0,0,0,2,monthly,3.7,1.9,4.6,4.1,4.7,2.83,3.0,2.0,4.9,4.9,1
MAR036293,1,32,4,high_school,32800.0,3.8,0,0,0,0,2,never,4.1,0.0,5.3,0.5,5.8,5.56,1.0,7.0,9.6,,0
MAR036294,1,31,10,some_college,72500.0,7.0,1,1,0,0,0,weekly,2.8,1.2,4.0,3.3,6.2,3.47,4.0,1.0,13.6,,0
MAR036295,1,36,3,less_than_hs,96000.0,6.8,0,0,0,1,4,never,5.4,0.5,5.6,0.9,7.3,2.92,1.0,1.0,3.7,,0
MAR036296,1,18,1,high_school,79700.0,5.1,1,0,0,0,1,never,1.9,3.1,7.9,3.7,6.0,2.13,4.0,3.0,17.5,,0
MAR036297,1,20,3,less_than_hs,76300.0,5.7,0,1,0,1,0,never,4.2,4.4,6.1,8.0,0.0,1.65,4.0,2.0,6.7,6.7,1
MAR036298,1,31,7,high_school,115000.0,6.3,1,0,0,0,4,rarely,2.9,0.0,0.0,0.0,7.8,13.4,2.0,7.0,18.6,,0
MAR036299,1,34,4,high_school,158100.0,4.5,1,0,0,0,0,weekly,5.5,6.0,4.1,5.6,5.9,2.73,0.0,0.0,13.5,13.5,1
MAR036300,1,37,2,high_school,26300.0,3.2,0,1,0,0,4,never,8.6,3.3,8.0,3.7,2.5,2.37,7.0,2.0,7.3,7.3,1
MAR036301,1,23,4,some_college,116500.0,2.3,1,1,0,0,1,rarely,1.4,4.8,5.5,3.1,8.0,2.96,3.0,3.0,4.7,4.7,1
MAR036302,2,37,0,some_college,111100.0,4.6,0,1,0,0,2,monthly,4.8,1.2,1.5,0.8,8.2,2.63,0.0,6.0,3.5,,0
MAR036303,1,17,3,some_college,167400.0,2.8,1,0,1,0,1,monthly,5.1,3.4,6.3,5.9,4.3,2.57,2.0,3.0,6.4,,0
MAR036304,3,37,3,less_than_hs,71100.0,3.5,0,1,0,0,2,monthly,4.5,5.0,8.2,4.4,8.6,0.96,2.0,4.0,4.8,4.8,1
MAR036305,2,30,3,graduate,107400.0,8.1,1,0,0,1,2,monthly,5.4,1.8,4.2,4.3,2.2,1.78,1.0,0.0,6.2,,0
MAR036306,1,37,3,some_college,89600.0,10.0,1,1,0,0,2,weekly,5.7,10.0,2.3,3.1,0.9,2.41,1.0,0.0,1.6,1.6,1
MAR036307,1,27,4,less_than_hs,40300.0,5.5,1,1,0,0,2,weekly,7.1,3.8,6.4,4.2,5.2,1.91,2.0,2.0,7.1,7.1,1
MAR036308,1,30,4,some_college,37000.0,2.8,0,1,1,0,0,weekly,5.5,3.0,5.5,3.6,7.0,6.62,1.0,3.0,6.8,6.8,1
MAR036309,2,37,6,some_college,194100.0,2.5,0,1,0,0,4,never,3.2,2.3,3.6,4.2,5.2,3.6,6.0,4.0,1.3,1.3,1
MAR036310,2,36,10,graduate,87500.0,5.2,1,1,0,0,2,rarely,4.9,4.6,5.6,2.3,8.2,5.1,3.0,7.0,18.2,,0
MAR036311,1,28,2,high_school,24500.0,6.8,1,0,1,1,0,rarely,4.8,1.6,4.2,4.5,5.1,4.94,5.0,2.0,17.1,17.1,1
MAR036312,1,24,9,some_college,231600.0,5.6,1,1,0,0,1,never,5.2,2.1,5.7,7.9,7.3,1.86,3.0,2.0,3.2,3.2,1
MAR036313,1,34,5,graduate,104200.0,0.1,1,1,0,0,1,never,3.9,2.5,4.4,1.9,3.9,7.2,2.0,5.0,20.2,,0
MAR036314,1,20,0,high_school,188900.0,5.6,1,0,0,0,0,monthly,9.2,5.2,5.0,5.0,6.4,4.29,1.0,3.0,15.5,,0
MAR036315,2,46,4,bachelors,115800.0,5.6,1,0,0,0,5,rarely,7.9,3.6,5.7,4.1,10.0,2.22,2.0,3.0,21.2,,0
MAR036316,2,39,1,graduate,47400.0,5.1,1,1,0,1,0,never,9.7,5.8,7.1,5.7,3.4,1.12,5.0,0.0,4.0,4.0,1
MAR036317,1,22,7,bachelors,100900.0,10.0,1,0,0,0,1,weekly,0.4,3.7,7.0,5.1,10.0,6.99,3.0,3.0,7.8,,0
MAR036318,1,41,4,high_school,137500.0,4.4,0,0,0,0,1,never,4.3,0.0,1.2,1.4,10.0,4.73,4.0,2.0,11.0,,0
MAR036319,1,37,4,bachelors,100500.0,4.7,1,0,0,0,1,weekly,3.6,3.0,5.1,9.6,6.9,4.2,3.0,1.0,7.8,,0
MAR036320,2,30,5,high_school,183100.0,6.5,0,1,0,0,2,never,2.6,2.8,8.9,3.9,5.3,3.28,4.0,3.0,7.6,7.6,1
MAR036321,1,32,3,less_than_hs,13800.0,10.0,1,0,0,0,0,rarely,5.9,5.3,5.0,4.5,8.1,2.65,1.0,4.0,1.3,,0
MAR036322,1,25,1,bachelors,136400.0,3.5,1,0,0,0,0,rarely,3.0,5.5,5.1,4.9,7.8,2.33,4.0,1.0,23.4,23.4,1
MAR036323,1,17,3,bachelors,134200.0,5.7,1,0,1,0,0,never,8.1,4.1,7.4,6.3,1.9,1.31,2.0,0.0,8.1,8.1,1
MAR036324,1,32,3,less_than_hs,71100.0,5.6,0,1,0,0,1,weekly,0.2,3.5,1.8,3.1,7.1,5.4,4.0,4.0,5.5,,0
MAR036325,1,33,8,less_than_hs,51500.0,10.0,1,1,0,0,1,never,6.6,3.7,5.4,5.1,2.7,4.02,4.0,3.0,12.6,,0
MAR036326,1,26,13,high_school,61500.0,7.7,1,1,0,0,4,never,8.0,2.1,5.1,0.2,6.5,10.85,3.0,2.0,10.2,,0
MAR036327,1,26,7,some_college,74700.0,5.8,0,1,0,0,5,monthly,6.8,4.3,0.4,4.1,6.9,3.04,2.0,0.0,11.0,,0
MAR036328,2,36,0,some_college,54100.0,6.9,1,1,0,0,1,rarely,4.0,7.1,6.2,4.2,4.2,1.49,1.0,3.0,9.4,9.4,1
MAR036329,1,26,1,less_than_hs,36800.0,10.0,1,1,0,1,1,never,8.6,1.5,0.8,5.9,1.4,5.21,2.0,8.0,6.0,6.0,1
MAR036330,1,31,5,bachelors,70900.0,4.4,1,0,0,0,2,never,5.5,3.1,6.0,8.9,0.4,3.38,1.0,1.0,11.7,11.7,1
MAR036331,1,33,0,graduate,196100.0,7.4,0,0,0,0,0,weekly,6.7,7.5,2.7,5.8,0.0,2.96,7.0,0.0,1.8,1.8,1
MAR036332,1,33,3,less_than_hs,44900.0,9.0,0,0,1,0,1,never,6.5,3.2,0.0,2.7,8.7,4.29,3.0,4.0,11.6,11.6,1
MAR036333,2,51,8,high_school,129000.0,2.2,1,1,0,0,1,weekly,3.7,2.2,4.7,6.2,6.0,10.09,3.0,7.0,3.6,3.6,1
MAR036334,1,22,4,graduate,67400.0,1.0,0,0,1,0,0,monthly,0.7,6.9,5.2,4.9,7.7,2.96,2.0,1.0,11.6,,0
MAR036335,1,35,1,some_college,57200.0,4.3,1,1,0,0,0,never,6.6,3.0,5.8,8.8,4.2,4.37,3.0,4.0,13.4,,0
MAR036336,2,48,1,less_than_hs,217500.0,2.9,1,0,1,0,1,rarely,4.7,5.6,7.3,5.1,5.3,3.15,3.0,3.0,11.1,11.1,1
